MOVIE_NM,DRCTR_NM,MAKR_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM,CRITIC_RT,VIEWER_RT
혼자 사는 사람들,홍성은,한국영화아카데미,주식회사 더쿱,20210519,개봉영화,장편,한국,159.0,93992500.0,10517.0,52783410.0,5822.0,드라마,12세이상관람가,독립/예술영화,6.71,8.08
신비아파트 뮤지컬 시즌3 : 뱀파이어왕의 비밀,김종해,(주)씨제이이엔엠,(주)씨제이이엔엠,20210522,개봉영화,장편,한국,55.0,34841000.0,2325.0,6208000.0,414.0,공연,전체관람가,일반영화,5.59,7.44
아르코 라이브 뮤지컬 인사이드 윌리엄,,한국문화예술위원회,(주)아이디어랩,20210526,개봉영화,장편,한국,14.0,13517500.0,751.0,8874000.0,493.0,공연,전체관람가,일반영화,5.59,7.44
파이프라인,유하,(주)곰픽쳐스,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스",20210526,개봉영화,장편,한국,777.0,839827490.0,96293.0,227396030.0,26416.0,범죄,15세이상관람가,일반영화,5.0,6.16
인트로덕션,홍상수,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",20210527,개봉영화,장편,한국,91.0,23818690.0,2651.0,16819010.0,1837.0,기타,12세이상관람가,독립/예술영화,7.67,7.23
네가 내가 되었으면 좋겠다,김충길,주식회사 씨엠닉스,주식회사 씨엠닉스,20210601,개봉영화,장편,한국,1.0,,280.0,,41.0,기타,12세이상관람가,독립/예술영화,2.0,8.11
전주에서 길을 묻다,진승현,(주)진진엔터테인먼트필름,주식회사 씨엠닉스,20210601,개봉영화,장편,한국,1.0,,360.0,,124.0,드라마,12세이상관람가,독립/예술영화,5.59,7.55
까치발,권우정,다큐이야기,(주)시네마달,20210603,개봉영화,장편,한국,27.0,,975.0,,559.0,다큐멘터리,12세이상관람가,독립/예술영화,6.25,8.19
낫아웃,이정곤,"이안필름,(주)키즈리턴","(주)케이티알파,판씨네마(주)",20210603,개봉영화,장편,한국,203.0,,,,,드라마,15세이상관람가,독립/예술영화,6.4,7.67
포겟 미 낫-엄마에게 쓰는 편지,신선희,(주)민치앤필름,커넥트픽쳐스(주),20210603,개봉영화,장편,한국,33.0,,878.0,,664.0,다큐멘터리,12세이상관람가,독립/예술영화,7.0,8.33
B급 청춘,민채연,유한회사 영화사 반딧불,유한회사 영화사 반딧불,20210616,개봉영화,장편,한국,5.0,,18.0,,1.0,드라마,15세이상관람가,독립/예술영화,5.59,5.75
클라이밍,김혜미,한국영화아카데미,(주)트리플픽쳐스,20210616,개봉영화,장편,한국,110.0,,,,,애니메이션,15세이상관람가,독립/예술영화,6.17,5.65
여고괴담 여섯번째 이야기 : 모교,이미영,(주)씨네이천,"(주)케이티알파,씨제이 씨지브이(CJ CGV)(주)",20210617,개봉영화,장편,한국,603.0,,,,,미스터리,15세이상관람가,일반영화,4.2,4.3
청춘선거,민환기,오프 램프,아이 엠,20210617,개봉영화,장편,한국,27.0,,,,924.0,다큐멘터리,12세이상관람가,독립/예술영화,6.0,7.35
더 데빌,이지나,씨제이 씨지브이(CJ CGV)(주),CGV ICECON,20210623,개봉영화,장편,한국,19.0,,,,619.0,뮤지컬,15세이상관람가,일반영화,5.59,7.44
메이드 인 루프탑,김조광수,(주)레인보우팩토리,(주)엣나인필름,20210623,개봉영화,장편,한국,77.0,,,,,드라마,15세이상관람가,독립/예술영화,5.83,7.74
발신제한,김창주,"(주)티피에스컴퍼니,(주)씨제이이엔엠",(주)씨제이이엔엠,20210623,개봉영화,장편,한국,,,,,,스릴러,15세이상관람가,일반영화,5.71,6.2
"식물카페, 온정",최창환,매치컷(주),매치컷(주),20210624,개봉영화,장편,한국,19.0,,410.0,,219.0,기타,전체관람가,독립/예술영화,5.17,6.82
흩어진 밤,"이지형,김솔","(주)타이거시네마,DGC",영화배급협동조합 씨네소파,20210624,개봉영화,장편,한국,49.0,,,,,드라마,전체관람가,독립/예술영화,6.4,8.0
괴기맨숀,조바른,(주)엠씨엠씨,(주)콘텐츠판다,20210630,개봉영화,장편,한국,110.0,,,,,공포(호러),15세이상관람가,일반영화,6.0,6.15
미드나이트,권오승,(주)페퍼민트앤컴퍼니,씨제이 씨지브이(CJ CGV)(주),20210630,개봉영화,장편,한국,693.0,,,,,스릴러,15세이상관람가,일반영화,4.33,4.6
빛나는 순간,소준문,"(주)명필름,웬에버스튜디오,명필름랩","(주)명필름,(주)씨네필운",20210630,개봉영화,장편,한국,262.0,,,,,드라마,12세이상관람가,독립/예술영화,6.83,8.27
열아홉,우경희,K'arts,(주)리틀빅픽쳐스,20210630,개봉영화,장편,한국,26.0,,310.0,,249.0,드라마,15세이상관람가,독립/예술영화,5.29,7.31
우리는 매일매일,강유가람,영희야 놀자,㈜인디스토리,20210630,개봉영화,장편,한국,30.0,,468.0,,429.0,다큐멘터리,12세이상관람가,독립/예술영화,6.33,7.95
저승보다 낯선,여균동,우사유필름,(주)스튜디오 보난자,20210630,개봉영화,장편,한국,9.0,,58.0,,50.0,드라마,15세이상관람가,독립/예술영화,5.0,8.75
좀비크러쉬: 헤이리,장현상,GATE6,필름다빈,20210630,개봉영화,장편,한국,23.0,,171.0,,135.0,코미디,15세이상관람가,독립/예술영화,4.67,4.88
CCTV,김홍익,채널맥,마루아트센터(주),2021-07-,개봉영화,장편,한국,1.0,,,,,공포(호러),15세이상관람가,일반영화,5.59,5.33
갈매기,김미조,DGC,(주)영화사 진진,2021-07-,개봉영화,장편,한국,42.0,,,,,드라마,15세이상관람가,독립/예술영화,6.75,8.67
나만 보이니,임용재,유한회사 영화사 반딧불,(주)디스테이션,2021-07-,개봉영화,장편,한국,84.0,,,,699.0,공포(호러),15세이상관람가,일반영화,3.0,5.23
마네킹,김문옥,스마일픽쳐스,스마일픽쳐스,2021-07-,개봉영화,장편,한국,1.0,,46.0,,46.0,공포(호러),15세이상관람가,독립/예술영화,5.59,7.44
모가디슈,류승완,"(주)덱스터스튜디오,(주)외유내강,(주)필름케이",롯데컬처웍스(주)롯데엔터테인먼트,2021-07-,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화,7.27,8.34
방법: 재차의,김용완,"클라이맥스 스튜디오(주),(주)씨제이이엔엠,스튜디오 드래곤,(주)키이스트",(주)씨제이이엔엠,2021-07-,개봉영화,장편,한국,838.0,,,,,미스터리,15세이상관람가,일반영화,5.86,7.36
보통날,"김예나,박규은,이미소",주식회사 씨엠닉스,주식회사 씨엠닉스,2021-07-,개봉영화,장편,한국,1.0,,98.0,,98.0,드라마,15세이상관람가,독립/예술영화,5.59,8.0
샤먼 로드,최상진,강 컨텐츠,강 컨텐츠,2021-07-,개봉영화,장편,한국,5.0,,884.0,,407.0,다큐멘터리,12세이상관람가,독립/예술영화,5.59,9.58
숏버스 이별행,"유현,김세희,김홍기,원은선",(주)퍼니콘,"언더식스티,(주)퍼니콘",2021-07-,개봉영화,장편,한국,53.0,,,,,코미디,15세이상관람가,독립/예술영화,6.0,8.11
아이윌 송,이상훈,(주)오예스,(주)라이크콘텐츠,2021-07-,개봉영화,장편,한국,34.0,,,,,드라마,12세이상관람가,독립/예술영화,4.0,8.4
액션히어로,이진호,한국예술종합학교 산학협력단,(주)트리플픽쳐스,2021-07-,개봉영화,장편,한국,110.0,,,,,액션,12세이상관람가,독립/예술영화,6.5,7.02
영면,"이승호,서오름,방성훈,이세영",주식회사 씨엠닉스,주식회사 씨엠닉스,2021-07-,개봉영화,장편,한국,1.0,,57.0,,57.0,드라마,12세이상관람가,독립/예술영화,5.59,8.5
온 더 로드,이재한,주식회사 스토리웍스코리아,CGV ICECON,2021-07-,개봉영화,장편,한국,18.0,,,,991.0,다큐멘터리,전체관람가,일반영화,5.59,10.0
죽어도 좋은 경험: 천사여 악녀가 되라,김기영,유성영화(주),주식회사 블루필름웍스,2021-07-,개봉영화,장편,한국,28.0,,,,,드라마,"연소자관람불가,청소년관람불가",독립/예술영화,5.0,7.9
귀문,심덕근,"(주)고스트픽처스,(주)주피터필름",씨제이 씨지브이(CJ CGV)(주),2021-08-,개봉영화,장편,한국,692.0,,,,,미스터리,15세이상관람가,일반영화,4.67,4.18
박강아름 결혼하다,박강아름,창작집단3355 (A.3355),(주)영화사 진진,2021-08-,개봉영화,장편,한국,32.0,,,,,다큐멘터리,전체관람가,독립/예술영화,6.0,9.42
블랙핑크 더 무비,"오윤동,정수이",씨제이포디플렉스 주식회사,씨제이포디플렉스 주식회사,2021-08-,개봉영화,장편,한국,147.0,,,,,공연,전체관람가,일반영화,5.59,9.24
사랑인가 바,민채연,유한회사 영화사 반딧불,유한회사 영화사 반딧불,2021-08-,개봉영화,장편,한국,5.0,,18.0,,2.0,멜로/로맨스,12세이상관람가,독립/예술영화,5.59,7.44
사제로부터 온 편지,최종태,(주)영화사소요,(주)드림팩트엔터테인먼트,2021-08-,개봉영화,장편,한국,4.0,,118.0,,19.0,다큐멘터리,전체관람가,독립/예술영화,5.0,8.36
생각의 여름,김종재,너드 조크 필름,㈜인디스토리,2021-08-,개봉영화,장편,한국,41.0,,,,,드라마,12세이상관람가,독립/예술영화,6.0,5.78
숏버스 감성행,"강인석,안다훈,박경진",(주)퍼니콘,"언더식스티,(주)퍼니콘",2021-08-,개봉영화,옴니버스,한국,14.0,,464.0,,297.0,멜로/로맨스,12세이상관람가,독립/예술영화,5.59,8.3
숲의 비명 : 사라진 사람들,전혜림,"(주)트리필름,(주)포레스트필름",(주)트리필름,2021-08-,개봉영화,장편,한국,6.0,,171.0,,106.0,공포(호러),15세이상관람가,독립/예술영화,5.59,3.92
싱크홀,김지훈,(주)더타워픽쳐스,(주)쇼박스,2021-08-,개봉영화,장편,한국,,,,,,코미디,12세이상관람가,일반영화,5.17,6.36
어댑테이션,김정민,주식회사 플릭스코,주식회사 플릭스코,2021-08-,개봉영화,장편,한국,1.0,,20.0,,,기타,15세이상관람가,독립/예술영화,5.59,7.44
언더그라운드,김정근,수요일,(주)시네마달,2021-08-,개봉영화,장편,한국,19.0,,,,728.0,다큐멘터리,12세이상관람가,일반영화,6.75,7.62
인질,필감성,"(주)외유내강,(주)샘컴퍼니",(주)넥스트엔터테인먼트월드(NEW),2021-08-,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화,6.0,6.5
캐논볼,정승민,디포커스필름,(주)이놀미디어,2021-08-,개봉영화,장편,한국,12.0,,349.0,,282.0,드라마,12세이상관람가,독립/예술영화,6.0,8.11
그대 너머에,박홍민,농부영화사,농부영화사,2021-09-,개봉영화,장편,한국,12.0,,793.0,,599.0,멜로/로맨스,전체관람가,독립/예술영화,6.75,7.96
기적,이장훈,(주)블러썸픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,2021-09-,개봉영화,장편,한국,,,,,,드라마,12세이상관람가,일반영화,5.59,7.44
꿈꾸는 고양이,"지원,강민현",시네마 달래,아이 엠,2021-09-,개봉영화,장편,한국,19.0,,628.0,,292.0,다큐멘터리,전체관람가,독립/예술영화,5.4,9.86
디스 아메리카노,권유주,주식회사 씨엠닉스,주식회사 씨엠닉스,2021-09-,개봉영화,장편,한국,1.0,,22.0,,22.0,드라마,15세이상관람가,독립/예술영화,4.0,8.43
묵향,정구호,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2021-09-,개봉영화,장편,한국,14.0,,242.0,,143.0,공연,전체관람가,일반영화,5.59,8.33
보이스,"김선,김곡",(주)수필름,(주)씨제이이엔엠,2021-09-,개봉영화,장편,한국,,,,,,범죄,15세이상관람가,일반영화,5.0,8.44
쇼미더고스트,김은경,㈜인디스토리,㈜인디스토리,2021-09-,개봉영화,장편,한국,43.0,,,,894.0,코미디,12세이상관람가,독립/예술영화,5.67,6.7
숏버스 기묘행,"현명우,유정수,김지산,이용섭,전윤수,오현도",(주)퍼니콘,"언더식스티,(주)퍼니콘",2021-09-,개봉영화,옴니버스,한국,15.0,,72.0,,44.0,미스터리,15세이상관람가,독립/예술영화,5.59,9.14
수색자,김민섭,케이필름,(주)콘텐츠판다,2021-09-,개봉영화,장편,한국,218.0,,,,,스릴러,15세이상관람가,독립/예술영화,4.5,6.8
수필러브,홍두표,홍이필름,주식회사 씨엠닉스,2021-09-,개봉영화,장편,한국,1.0,,80.0,,,기타,12세이상관람가,독립/예술영화,2.0,7.78
슈퍼문,홍대영,깜보 스튜디오,예지림엔터테인먼트,2021-09-,개봉영화,장편,한국,200.0,,,,811.0,애니메이션,전체관람가,독립/예술영화,5.0,7.41
습도 다소 높음,고봉수,"백지수표 주식회사,(주)곰픽쳐스,주식회사 씨엠닉스",(주)스튜디오디에이치엘,2021-09-,개봉영화,장편,한국,51.0,,,,,코미디,15세이상관람가,독립/예술영화,5.25,7.38
영화의 거리,김민근,제작사 눈,영화배급협동조합 씨네소파,2021-09-,개봉영화,장편,한국,26.0,,,,596.0,멜로/로맨스,12세이상관람가,독립/예술영화,4.75,8.16
잔나비 판타스틱 올드패션드 리턴즈! x 넌센스 Ⅱ,,씨제이 씨지브이(CJ CGV)(주),CGV ICECON,2021-09-,개봉영화,장편,한국,66.0,,,,,공연,전체관람가,일반영화,5.59,7.44
종착역,"권민표,서한솔","(주)타이거시네마,DGC",필름다빈,2021-09-,개봉영화,장편,한국,49.0,,,,,드라마,전체관람가,독립/예술영화,5.59,7.44
좋은 사람,정욱,한국영화아카데미,"(주)싸이더스,찬란",2021-09-,개봉영화,장편,한국,140.0,,,,,미스터리,12세관람가,독립/예술영화,6.67,8.37
창극 패왕별희,우싱궈,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2021-09-,개봉영화,장편,한국,15.0,,170.0,,92.0,공연,전체관람가,일반영화,5.59,7.75
최선의 삶,이우정,"(주)마일스톤컴퍼니,(주)모토",(주)엣나인필름,2021-09-,개봉영화,장편,한국,101.0,,,,,드라마,15세이상관람가,독립/예술영화,6.7,8.06
F20,홍은미,"KBS,몬스터유니온",와이드 릴리즈(주),2021-10-,개봉영화,장편,한국,218.0,,,,,스릴러,15세이상관람가,일반영화,4.5,5.67
가치 캅시다,조승원,감성스토리,(주)스튜디오 보난자,2021-10-,개봉영화,장편,한국,43.0,,,,683.0,드라마,15세이상관람가,독립/예술영화,4.0,7.68
그녀의 가족은 잘못이 없어,김헌,이상우필름,이상우필름,2021-10-,개봉영화,장편,한국,2.0,,22.0,,,,15세이상관람가,독립/예술영화,5.59,9.9
그림자꽃,이승준,블루버드픽처스,(주)엣나인필름,2021-10-,개봉영화,장편,한국,89.0,,,,,다큐멘터리,12세이상관람가,독립/예술영화,6.33,6.5
노회찬6411,민환기,"(주)명필름,시네마6411,평등하고 공정한나라 노회찬재단","(주)리틀빅픽쳐스,시네마6411",2021-10-,개봉영화,장편,한국,154.0,,,,,다큐멘터리,12세이상관람가,독립/예술영화,6.2,6.05
당신얼굴 앞에서,홍상수,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",2021-10-,개봉영화,장편,한국,69.0,,,,,드라마,15세이상관람가,독립/예술영화,7.0,7.71
동백,신준영,(주)해오름이앤티,시네마 뉴원,2021-10-,개봉영화,장편,한국,60.0,,,,447.0,드라마,12세이상관람가,독립/예술영화,5.59,7.5
뫼비우스,"김영,황형근,최영주,이소연",주식회사 씨엠닉스,주식회사 씨엠닉스,2021-10-,개봉영화,옴니버스,한국,1.0,,734.0,,734.0,드라마,12세이상관람가,독립/예술영화,5.59,6.5
바람아 안개를 걷어가다오,신동민,(주)모쿠슈라,(주)모쿠슈라,2021-10-,개봉영화,장편,한국,22.0,,410.0,,345.0,드라마,12세이상관람가,독립/예술영화,6.5,7.75
보는 것을 사랑한다,윤기형,고양이구름 필름,(주)드림팩트엔터테인먼트,2021-10-,개봉영화,장편,한국,8.0,,265.0,,109.0,다큐멘터리,전체관람가,독립/예술영화,5.67,9.0
브라더,신근호,"(주)모그픽쳐스,(주)더그레이트컴퍼니",(주)박수엔터테인먼트,2021-10-,개봉영화,장편,한국,131.0,,,,423.0,범죄,15세이상관람가,일반영화,5.59,7.44
사상,박배일,오지필름,(주)시네마달,2021-10-,개봉영화,장편,한국,16.0,,623.0,,513.0,다큐멘터리,12세이상관람가,독립/예술영화,6.2,6.8
숏버스 섬뜩행,"강다연,전민혁,김상규,임의준",(주)퍼니콘,"언더식스티,(주)퍼니콘",2021-10-,개봉영화,옴니버스,한국,13.0,,187.0,,98.0,드라마,15세이상관람가,독립/예술영화,5.0,7.38
십개월의 미래,남궁선,한국예술종합학교 산학협력단,그린나래미디어(주),2021-10-,개봉영화,장편,한국,158.0,,,,,드라마,12세이상관람가,독립/예술영화,6.71,8.09
양방언과 국립국악관현악단-인투 더 라이트,양방언,"문화체육관광부 국립극장,국립국악관현악단",(주)케빈앤컴퍼니,2021-10-,개봉영화,장편,한국,12.0,,52.0,,28.0,공연,전체관람가,일반영화,5.59,7.44
울림의 탄생,이정준,스튜디오 홍시,영화배급협동조합 씨네소파,2021-10-,개봉영화,장편,한국,7.0,,405.0,,157.0,다큐멘터리,전체관람가,독립/예술영화,6.0,9.18
타다: 대한민국 스타트업의 초상,권명국,(주)시네마틱퍼슨,(주)넥스트엔터테인먼트월드(NEW),2021-10-,개봉영화,장편,한국,73.0,,,,,다큐멘터리,전체관람가,독립/예술영화,6.0,8.08
피어썸,이상헌,"㈜에스에이치엔터앤컴퍼니,(주)스토리제이",(주)스토리제이,2021-10-,개봉영화,장편,한국,45.0,,,,638.0,공포(호러),15세이상관람가,독립/예술영화,3.0,5.27
피치 오브 타임 극장판,장의순,"실크우드,(주)리틀빅픽쳐스","한양제작소,(주)리틀빅픽쳐스",2021-10-,개봉영화,장편,한국,5.0,,158.0,,146.0,멜로/로맨스,12세이상관람가,일반영화,3.0,7.35
한창나이 선녀님,원호연,(주)큰물고기미디어,(주)트리플픽쳐스,2021-10-,개봉영화,장편,한국,74.0,,,,,다큐멘터리,전체관람가,독립/예술영화,6.0,9.53
화이트데이: 부서진 결계,송운,(주)슬기로운늑대,(주)제이앤씨미디어그룹,2021-10-,개봉영화,장편,한국,356.0,,,,,공포(호러),15세이상관람가,일반영화,1.5,4.69
휴가,이란희,작업장 ‘봄’,㈜인디스토리,2021-10-,개봉영화,장편,한국,55.0,,,,,드라마,12세이상관람가,독립/예술영화,6.83,8.77
1984 최동원,조은성,"(주)영화사진,엠앤씨에프",(주)트리플픽쳐스,2021-11-,개봉영화,장편,한국,172.0,,316.0,,147.0,다큐멘터리,전체관람가,독립/예술영화,6.0,8.93
고양이에게 밥을 주지 마세요,"김희주,정주희",,목영이엔엠,2021-11-,개봉영화,장편,한국,16.0,,7.0,,,다큐멘터리,전체관람가,독립/예술영화,5.25,5.48
너에게 가는 길,변규리,성소수문화환경을 위한 모임 '연분홍치마',(주)엣나인필름,2021-11-,개봉영화,장편,한국,56.0,,,,,다큐멘터리,12세이상관람가,독립/예술영화,7.2,9.19
라임크라임,"이승환,유재욱","기린놀이터,(주)시네마달",(주)시네마달,2021-11-,개봉영화,장편,한국,25.0,,,,,드라마,15세이상관람가,독립/예술영화,6.0,8.64
로그북,복진오,복미디어,시네마 뉴원,2021-11-,개봉영화,장편,한국,15.0,,,,523.0,다큐멘터리,전체관람가,독립/예술영화,6.0,9.69
로또쉐어,소재익,(주)지티지그룹,와이드 릴리즈(주),2021-11-,개봉영화,장편,한국,20.0,,687.0,,365.0,스릴러,15세이상관람가,일반영화,3.0,5.44
무녀도,안재훈,(주)연필로명상하기,(주)씨네필운,2021-11-,개봉영화,장편,한국,49.0,,467.0,,199.0,뮤지컬,12세이상관람가,일반영화,6.5,9.0
보조바퀴,이주예,주식회사 필름초이스,주식회사 필름초이스,2021-11-,개봉영화,장편,한국,1.0,,49.0,,35.0,드라마,전체관람가,독립/예술영화,6.0,8.25
송해 1927,윤재호,"주식회사 이로츠,빈스로드",(주)스튜디오디에이치엘,2021-11-,개봉영화,장편,한국,60.0,,,,612.0,다큐멘터리,12세이상관람가,독립/예술영화,5.75,8.89
숏버스 감독행,"최진영,현승휘,서정미,김건휘,이상빈",(주)퍼니콘,"언더식스티,(주)퍼니콘",2021-11-,개봉영화,옴니버스,한국,14.0,,121.0,,93.0,드라마,15세이상관람가,독립/예술영화,5.59,9.15
싸나희 순정,정병각,"(주)인베스트하우스,에이스팩토리",(주)마노엔터테인먼트,2021-11-,개봉영화,장편,한국,41.0,,,,122.0,드라마,12세이상관람가,독립/예술영화,5.0,7.91
아워 미드나잇,임정은,화목한영화사,필름다빈,2021-11-,개봉영화,장편,한국,50.0,,667.0,,274.0,드라마,12세이상관람가,독립/예술영화,6.5,8.0
연애 빠진 로맨스,정가영,"(주)씨제이이엔엠,트웰브져니(주)",(주)씨제이이엔엠,2021-11-,개봉영화,장편,한국,967.0,,,,,멜로/로맨스,15세이상관람가,일반영화,6.71,8.41
왕십리 김종분,김진열,㈜인디스토리,㈜인디스토리,2021-11-,개봉영화,장편,한국,32.0,,770.0,,603.0,다큐멘터리,12세이상관람가,독립/예술영화,6.29,9.18
유체이탈자,윤재근,"(주)비에이엔터테인먼트,(주)사람엔터테인먼트","주식회사 에이비오엔터테인먼트,메가박스중앙(주)플러스엠",2021-11-,개봉영화,장편,한국,,,,,,판타지,15세이상관람가,일반영화,5.75,7.5
장르만 로맨스,조은지,(주)비리프,(주)넥스트엔터테인먼트월드(NEW),2021-11-,개봉영화,장편,한국,,,,,,드라마,15세이상관람가,일반영화,6.33,7.04
핫 블러드,신재명,(주)하늬바람,(주)제이앤씨미디어그룹,2021-11-,개봉영화,장편,한국,52.0,,48.0,,4.0,액션,15세이상관람가,독립/예술영화,5.59,7.24
행복의 속도,박혁지,(주)하이하버픽쳐스,(주)영화사 진진,2021-11-,개봉영화,장편,한국,23.0,,,,767.0,다큐멘터리,전체관람가,독립/예술영화,6.25,8.98
간호중,민규동,(주)수필름,찬란,2021-12-,개봉영화,장편,한국,16.0,,,,,SF,15세이상관람가,독립/예술영화,6.0,8.04
기억의 시간,황경성,(주)컨택트미디어,(주)컨택트미디어,2021-12-,개봉영화,장편,한국,6.0,,445.0,,288.0,멜로/로맨스,12세이상관람가,일반영화,5.59,7.6
기우제,권하,묘명동화,(주)에스와이코마드,2021-12-,개봉영화,장편,한국,4.0,,256.0,,221.0,드라마,15세이상관람가,독립/예술영화,5.59,9.13
긴 하루,조성규,(주)와우,하준사,2021-12-,개봉영화,장편,한국,12.0,,149.0,,118.0,드라마,12세이상관람가,독립/예술영화,4.0,5.5
꽃손,권순중,씨엠지초록별,(주)에스와이코마드,2021-12-,개봉영화,장편,한국,5.0,,330.0,,326.0,드라마,전체관람가,독립/예술영화,5.59,6.0
나는 조선사람입니다,김철민,"엠앤씨에프,다큐창작소,(주)영화사진","㈜인디스토리,엠앤씨에프",2021-12-,개봉영화,장편,한국,23.0,,,,,다큐멘터리,12세이상관람가,독립/예술영화,6.4,8.63
로그 인 벨지움,유태오,태오닉 모,(주)엣나인필름,2021-12-,개봉영화,장편,한국,53.0,,,,,다큐멘터리,전체관람가,독립/예술영화,6.0,7.7
마마무 2021 웨어 아 위 콘서트 더 무비,손석,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),2021-12-,개봉영화,장편,한국,37.0,,,,,공연,전체관람가,일반영화,5.59,7.44
몬스타엑스 : 더 드리밍,오윤동,씨제이포디플렉스 주식회사,씨제이포디플렉스 주식회사,2021-12-,개봉영화,장편,한국,98.0,,,,,다큐멘터리,전체관람가,일반영화,5.59,9.85
사막을 건너 호수를 지나,"박소현,송영윤",보리와 메루,영화배급협동조합 씨네소파,2021-12-,개봉영화,장편,한국,12.0,,204.0,,127.0,다큐멘터리,전체관람가,독립/예술영화,5.0,8.0
사운드 오브 서울,스티븐 두트,(주)민치앤필름,(주)민치앤필름,2021-12-,개봉영화,장편,한국,1.0,,29.0,,29.0,다큐멘터리,12세이상관람가,일반영화,5.59,
소설가 구보의 하루,임현묵,영화사 다동극장,필름다빈,2021-12-,개봉영화,장편,한국,36.0,,,,,드라마,12세이상관람가,독립/예술영화,5.67,8.56
숏버스 배우행,"이건휘,김내리,황지현,서태범,황재필,김효준",서울국제초단편영화제,"언더식스티,(주)퍼니콘",2021-12-,개봉영화,옴니버스,한국,16.0,,171.0,,93.0,드라마,12세이상관람가,독립/예술영화,5.59,8.92
여타짜,이지승,"하이컨셉픽쳐스(주),(주)더그레이트컴퍼니",(주)박수엔터테인먼트,2021-12-,개봉영화,장편,한국,151.0,,,,514.0,범죄,15세이상관람가,일반영화,4.0,4.68
우리는 이별에 서툴러서,"이현지,이건욱,박동기,민병채",주식회사 씨엠닉스,주식회사 씨엠닉스,2021-12-,개봉영화,장편,한국,3.0,,244.0,,138.0,드라마,12세이상관람가,독립/예술영화,5.59,7.0
이상존재,차진우,"(주)아크메,(주)드림팩트엔터테인먼트",(주)드림팩트엔터테인먼트,2021-12-,개봉영화,장편,한국,53.0,,349.0,,55.0,공포(호러),15세이상관람가,독립/예술영화,4.0,4.22
인생게임,양재호,영화필름,(주)콘텐츠윙,2021-12-,개봉영화,장편,한국,2.0,,29.0,,28.0,드라마,12세이상관람가,독립/예술영화,5.59,
총을 들지 않는 사람들: 금기에 도전,김환태,다큐이야기,(주)스튜디오 보난자,2021-12-,개봉영화,장편,한국,9.0,,451.0,,369.0,다큐멘터리,12세이상관람가,독립/예술영화,8.0,5.92
타이거마스크,염정원,"(주)그노스,(주)파이브데이,꿀잼컴퍼니(주)","(주)그노스,(주)다날엔터테인먼트",2021-12-,개봉영화,장편,한국,36.0,,190.0,,33.0,코미디,12세이상관람가,일반영화,5.59,5.15
태일이,홍준표,"(주)명필름,(주)스튜디오루머,전태일재단,유한회사 질라라비,영화 <태일이> 1970인 제작위원",(주)리틀빅픽쳐스,2021-12-,개봉영화,장편,한국,458.0,,,,,애니메이션,전체관람가,독립/예술영화,6.5,8.49
팬텀: 더 뮤지컬 라이브,박재석,(주)위즈온센,롯데컬처웍스(주)롯데엔터테인먼트,2021-12-,개봉영화,장편,한국,118.0,,,,,뮤지컬,12세이상관람가,일반영화,6.0,8.86
해피 뉴 이어,곽재용,(주)하이브미디어코프,"(주)씨제이이엔엠,주식회사 티빙",2021-12-,개봉영화,장편,한국,832.0,,,,,멜로/로맨스,12세이상관람가,일반영화,4.75,7.05
걸 위드 더 카메라,안희수,,(주)영화사 그램,2022-01-,개봉영화,장편,한국,11.0,,330.0,,269.0,다큐멘터리,12세이상관람가,독립/예술영화,5.25,9.78
경관의 피,이규만,리양필름(주),(주)에이스메이커무비웍스,2022-01-,개봉영화,장편,한국,,,,,,범죄,15세이상관람가,일반영화,6.0,7.23
극장판 안녕 자두야: 제주도의 비밀,손석우,아툰즈,(주)씨제이이엔엠,2022-01-,개봉영화,장편,한국,618.0,,,,,애니메이션,전체관람가,일반영화,5.0,8.61
미싱타는 여자들,"이혁래,김정영",플라잉타이거픽처스,(주)영화사 진진,2022-01-,개봉영화,장편,한국,39.0,,,,,다큐멘터리,전체관람가,독립/예술영화,6.63,8.79
블루버스데이,박단희,씨제이 씨지브이(CJ CGV)(주),"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",2022-01-,개봉영화,장편,한국,43.0,,,,,멜로/로맨스,12세이상관람가,일반영화,5.59,9.04
비욘드라이브 더 무비 : 엔시티 레조넌스,,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),2022-01-,개봉영화,장편,한국,34.0,,,,,공연,전체관람가,일반영화,5.59,9.58
